task,kind,explainer,n_folds,mean_auc,frac_auc_passed,mean_loc_auprc,mean_loc_auprc2,mean_loc_enrichment,frac_loc_passed,mean_aupc_morf,mean_aupc_lerf,mean_delta_lerf_morf,frac_faith_passed,control_auc_frac,control_loc_frac,control_frac_passed,loc_verdict,faith_verdict,verdict,p_morf_lt_random,dataset,selected,combo
motif_tumor_stroma_mixing,spatial,single,15,0.7466045303672479,1.0,0.6110040952744846,0.5217415358872274,0.6071344565721027,0.0,0.3728320102787086,0.7627494746583152,0.3899174643796066,1.0,1.0,0.5,0.5,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,1.4292385692849431e-11,bc_metabric_ali2020,True,celltype_density
motif_apc_t_contact,spatial,attention,15,0.643497219345829,0.6,0.3552046817536902,0.3468467835591459,0.9143179696512994,0.0,0.3586496963542229,0.5897149917794265,0.2310652954252035,0.6,0.9,0.8666666666666667,0.8,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,5.996990604944184e-07,bc_jackson2020,True,composition_mixing
motif_cd8_high,control,attention,15,0.920512746924618,0.8666666666666667,0.6596139980245135,0.6402610284293124,1.785965566588719,0.8666666666666667,0.414508651159448,0.6553441837506071,0.2408355325911589,0.8666666666666667,0.9,0.8666666666666667,0.8,pass_control,pass_control,pass_control,2.2874292112630635e-10,bc_jackson2020,False,composition_mixing
motif_cd8_tumor_contact,spatial,attention,15,0.6627077016787007,0.8666666666666667,0.4830401522301122,0.4002816069485889,1.1911242607798778,0.0,0.6605626621416499,0.620380973502247,-0.0401816886394027,0.7333333333333333,0.9,0.8666666666666667,0.8,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,0.9953014622346918,bc_jackson2020,True,composition_mixing
motif_macrophage_tumor_niche,spatial,attention,15,0.5813560851469162,0.4,0.4101046586983849,0.3314479609056912,1.5566904072016998,0.2,0.5691794548081124,0.503804979139911,-0.0653744756682014,0.0666666666666666,0.9,0.8666666666666667,0.8,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.976163963911694,bc_jackson2020,True,composition_mixing
motif_t_tumor_mixing,spatial,attention,15,0.677509861105593,0.9333333333333332,0.4752051997444967,0.3932968313723656,1.146629038492199,0.0,0.6493887201319092,0.6167322702729654,-0.0326564498589439,0.6666666666666666,0.9,0.8666666666666667,0.8,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,0.9760584557379098,bc_jackson2020,True,composition_mixing
motif_tumor_high,control,attention,15,0.9429055439254844,0.9333333333333332,0.4906806781387208,0.4599139103604095,1.3991748027877755,0.8666666666666667,0.4108428384635538,0.5636212028447265,0.1527783643811727,0.8,0.9,0.8666666666666667,0.8,pass_control,pass_control,pass_control,7.56099430166103e-08,bc_jackson2020,True,composition_mixing
motif_apc_t_contact,spatial,ig,15,0.643497219345829,0.6,0.3782927099160765,0.3661554693866631,1.0808457686271309,0.0,0.1832307692645195,0.831779322862571,0.6485485535980514,0.6,0.9,0.9,0.9,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,1.5114629866872696e-09,bc_jackson2020,True,composition_mixing
motif_cd8_high,control,ig,15,0.920512746924618,0.8666666666666667,0.72918439063623,0.7091672632499825,2.1117495402168336,0.8666666666666667,0.3777125415300783,0.7944488495555961,0.4167363080255179,0.8666666666666667,0.9,0.9,0.9,pass_control,pass_control,pass_control,8.705884567304509e-11,bc_jackson2020,False,composition_mixing
motif_cd8_tumor_contact,spatial,ig,15,0.6627077016787007,0.8666666666666667,0.4778831491335911,0.3999438045470974,1.22414419190055,0.0,0.2934555100941355,0.8834484699709558,0.5899929598768203,0.8666666666666667,0.9,0.9,0.9,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,2.281690541687408e-13,bc_jackson2020,True,composition_mixing
motif_macrophage_tumor_niche,spatial,ig,15,0.5813560851469162,0.4,0.4419062596435596,0.3891483619929874,1.9845755206203857,0.4,0.153293478407039,0.8535681885996663,0.7002747101926273,0.4,0.9,0.9,0.9,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,5.528871701630495e-06,bc_jackson2020,True,composition_mixing
motif_t_tumor_mixing,spatial,ig,15,0.677509861105593,0.9333333333333332,0.4760662854932794,0.400877433832019,1.2315705050710746,0.0,0.2863040539230537,0.8872810714232803,0.6009770175002266,0.9333333333333332,0.9,0.9,0.9,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,9.600178100542102e-14,bc_jackson2020,True,composition_mixing
motif_tumor_high,control,ig,15,0.9429055439254844,0.9333333333333332,0.7849889441749935,0.7786763429055304,2.3674896140629795,0.9333333333333332,0.2414956839843587,0.7398519271046766,0.4983562431203179,0.9333333333333332,0.9,0.9,0.9,pass_control,pass_control,pass_control,1.7080512920992644e-15,bc_jackson2020,True,composition_mixing
motif_apc_t_contact,spatial,one_removed,15,0.643497219345829,0.6,0.3841077257196333,0.3713987363704315,1.079522646821592,0.0,0.2782399623409765,0.8011747294131285,0.522934767072152,0.6,0.9,0.9,0.9,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,5.3132340245383114e-08,bc_jackson2020,True,composition_mixing
motif_cd8_high,control,one_removed,15,0.920512746924618,0.8666666666666667,0.6034519925240465,0.5837912344606772,1.8739261628368744,0.8666666666666667,0.4901151587653809,0.7687752727825836,0.2786601140172026,0.8666666666666667,0.9,0.9,0.9,pass_control,pass_control,pass_control,5.105369414469553e-10,bc_jackson2020,False,composition_mixing
motif_cd8_tumor_contact,spatial,one_removed,15,0.6627077016787007,0.8666666666666667,0.4599872026771507,0.3871483381245796,1.1870269972456744,0.0,0.3690271900122082,0.8315712384582569,0.4625440484460487,0.8666666666666667,0.9,0.9,0.9,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,2.9335517063565764e-12,bc_jackson2020,True,composition_mixing
motif_macrophage_tumor_niche,spatial,one_removed,15,0.5813560851469162,0.4,0.422825554553721,0.3761364675283969,1.854547278384994,0.3333333333333333,0.2155662657656687,0.7956453961233881,0.5800791303577193,0.4,0.9,0.9,0.9,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,4.398091850057882e-06,bc_jackson2020,True,composition_mixing
motif_t_tumor_mixing,spatial,one_removed,15,0.677509861105593,0.9333333333333332,0.4606226497104046,0.3900527792123109,1.1833815721945484,0.0,0.3574177796136476,0.8357913965818321,0.4783736169681847,0.9333333333333332,0.9,0.9,0.9,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,1.5953190961078751e-13,bc_jackson2020,True,composition_mixing
motif_tumor_high,control,one_removed,15,0.9429055439254844,0.9333333333333332,0.6800882048130676,0.6715113949655916,2.1546455815883063,0.9333333333333332,0.3199612998452988,0.7142031331991261,0.3942418333538272,0.9333333333333332,0.9,0.9,0.9,pass_control,pass_control,pass_control,1.2644015129628304e-12,bc_jackson2020,True,composition_mixing
motif_apc_t_contact,spatial,random,15,0.643497219345829,0.6,0.3691204787235909,0.3563350468300539,1.039480968471474,0.0,0.568472260454141,0.5756833960861453,0.0072111356320042,0.0,0.9,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.2422484067701961,bc_jackson2020,True,composition_mixing
motif_cd8_high,control,random,15,0.920512746924618,0.8666666666666667,0.4667183511039861,0.4836386004147446,1.0097295770788148,0.0,0.6346506641223054,0.6387880869054897,0.0041374227831843,0.0,0.9,0.0,0.0,fail_control,fail_control,fail_control,0.3036459083115127,bc_jackson2020,False,composition_mixing
motif_cd8_tumor_contact,spatial,random,15,0.6627077016787007,0.8666666666666667,0.4320412365642906,0.369068180971506,0.98023659843309,0.0,0.6280393372978295,0.6161184254692533,-0.0119209118285762,0.0,0.9,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.985907127564394,bc_jackson2020,True,composition_mixing
motif_macrophage_tumor_niche,spatial,random,15,0.5813560851469162,0.4,0.31216462897845,0.291007643762702,0.936342176848767,0.0,0.5053167598824695,0.5129246028103862,0.0076078429279167,0.0,0.9,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.6745955497968741,bc_jackson2020,True,composition_mixing
motif_t_tumor_mixing,spatial,random,15,0.677509861105593,0.9333333333333332,0.4324579805393308,0.368014518421669,1.0175877984695136,0.0,0.6115944068723326,0.6209118222067633,0.0093174153344306,0.0,0.9,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.117873939856756,bc_jackson2020,True,composition_mixing
motif_tumor_high,control,random,15,0.9429055439254844,0.9333333333333332,0.401125501592512,0.4056752829198499,0.9975762916077576,0.0,0.5435637898322431,0.5413115799767624,-0.0022522098554806,0.0,0.9,0.0,0.0,fail_control,fail_control,fail_control,0.6740215995997825,bc_jackson2020,True,composition_mixing
motif_apc_t_contact,spatial,single,15,0.643497219345829,0.6,0.383142251183876,0.3721445777450671,1.1397456736604437,0.0,0.1291290725825454,0.8535430241559248,0.7244139515733795,0.6,0.9,0.9,0.9,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,7.365466831820201e-10,bc_jackson2020,True,composition_mixing
motif_cd8_high,control,single,15,0.920512746924618,0.8666666666666667,0.7728342954745225,0.7794471408227313,2.1916193171266527,0.8666666666666667,0.2798599890193899,0.8143946664989099,0.53453467747952,0.8666666666666667,0.9,0.9,0.9,pass_control,pass_control,pass_control,5.2983171130182177e-14,bc_jackson2020,False,composition_mixing
motif_cd8_tumor_contact,spatial,single,15,0.6627077016787007,0.8666666666666667,0.4770082578304448,0.3938614566208473,1.189190684226652,0.0,0.2449085463276329,0.9130289446190496,0.6681203982914169,0.8666666666666667,0.9,0.9,0.9,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,1.0160022285057439e-13,bc_jackson2020,True,composition_mixing
motif_macrophage_tumor_niche,spatial,single,15,0.5813560851469162,0.4,0.4407795398486287,0.3840340412950501,1.966957927315424,0.4,0.1333933652853164,0.8937302393963229,0.7603368741110064,0.4,0.9,0.9,0.9,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,4.2591267273488536e-06,bc_jackson2020,True,composition_mixing
motif_t_tumor_mixing,spatial,single,15,0.677509861105593,0.9333333333333332,0.4789646210940476,0.3980274565473458,1.217872352860348,0.0,0.2397241847984277,0.9113246460374717,0.6716004612390438,0.9333333333333332,0.9,0.9,0.9,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,1.0781520815629154e-14,bc_jackson2020,True,composition_mixing
motif_tumor_high,control,single,15,0.9429055439254844,0.9333333333333332,0.8046079577915277,0.8093153472006394,2.429869906136257,0.9333333333333332,0.2049255568550245,0.7391337503351305,0.5342081934801058,0.9333333333333332,0.9,0.9,0.9,pass_control,pass_control,pass_control,4.0977762168841375e-16,bc_jackson2020,True,composition_mixing
motif_cd8_clustering,spatial,attention,15,0.8476794489794562,1.0,0.4450246690416011,0.396644356178871,3.607107122660711,1.0,0.2945808867808673,0.4700800814158263,0.175499194634959,0.3333333333333333,0.9666666666666668,0.5666666666666667,0.4666666666666667,pass_spatial,unfaithful_or_fail,looks_biological_unfaithful,1.6931926952000211e-06,hnc_wu2022,True,composition_mixing
motif_cd8_high,control,attention,15,0.9715994364003336,1.0,0.488397367963068,0.4616105253429397,1.396689888452464,0.7333333333333333,0.3476879828957832,0.5166206088111461,0.1689326259153629,0.9333333333333332,0.9666666666666668,0.5666666666666667,0.4666666666666667,pass_control,pass_control,pass_control,1.7068526286345606e-08,hnc_wu2022,False,composition_mixing
motif_immune_exclusion,spatial,attention,15,0.9210933502178176,1.0,0.3199807852995907,0.4095112403390283,1.863784204290052,0.9333333333333332,0.3734376142560642,0.5236002528449443,0.1501626385888801,0.5333333333333333,0.9666666666666668,0.5666666666666667,0.4666666666666667,pass_spatial,pass_spatial,pass_spatial,7.208428562119061e-06,hnc_wu2022,True,composition_mixing
motif_tumor_high,control,attention,15,0.9562217703714744,0.9333333333333332,0.4484519458835824,0.4307580331892312,1.2015144215033975,0.4,0.435514079048393,0.4648396612894909,0.0293255822410979,0.2,0.9666666666666668,0.5666666666666667,0.4666666666666667,fail_control,fail_control,fail_control,0.0145941883110387,hnc_wu2022,False,composition_mixing
motif_cd8_clustering,spatial,ig,15,0.8476794489794562,1.0,0.5052709140283854,0.3510630505087123,4.085387822704986,1.0,0.1520795268847594,0.7429240323912563,0.590844505506497,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,1.31798216350372e-11,hnc_wu2022,True,composition_mixing
motif_cd8_high,control,ig,15,0.9715994364003336,1.0,0.7812978122464885,0.7698000574609386,2.502225851890626,1.0,0.1837756051409216,0.7666992351159961,0.5829236299750744,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,3.837448561650286e-14,hnc_wu2022,False,composition_mixing
motif_immune_exclusion,spatial,ig,15,0.9210933502178176,1.0,0.3973936017336817,0.5182565956352956,2.674076110514664,1.0,0.1580131973235181,0.8135824195701484,0.6555692222466303,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,9.62500425124987e-13,hnc_wu2022,True,composition_mixing
motif_tumor_high,control,ig,15,0.9562217703714744,0.9333333333333332,0.8491947890687249,0.8324302625142754,2.6674451053973383,0.9333333333333332,0.1429049721644557,0.8144435165295895,0.6715385443651337,0.9333333333333332,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,1.0379641759463468e-13,hnc_wu2022,False,composition_mixing
motif_cd8_clustering,spatial,one_removed,15,0.8476794489794562,1.0,0.4363407452904945,0.3126280686448901,3.789323988268639,1.0,0.2341918339264069,0.6677967060725247,0.4336048721461178,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,1.1418985957221763e-10,hnc_wu2022,True,composition_mixing
motif_cd8_high,control,one_removed,15,0.9715994364003336,1.0,0.6238223754420028,0.6220598119599485,2.158566157636713,1.0,0.2790102998235465,0.6940522856623076,0.4150419858387612,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,4.172501237591458e-12,hnc_wu2022,False,composition_mixing
motif_immune_exclusion,spatial,one_removed,15,0.9210933502178176,1.0,0.3236483292908184,0.4563273025149008,2.3451472883341684,1.0,0.2857383320662792,0.7124124897534752,0.4266741576871959,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,8.700816767220568e-11,hnc_wu2022,True,composition_mixing
motif_tumor_high,control,one_removed,15,0.9562217703714744,0.9333333333333332,0.7894590988444458,0.7668480131304063,2.5375594835490145,0.9333333333333332,0.1910624613170846,0.7510356368748358,0.5599731755577512,0.9333333333333332,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,4.092289649771734e-13,hnc_wu2022,False,composition_mixing
motif_cd8_clustering,spatial,random,15,0.8476794489794562,1.0,0.1904328376436445,0.1726496019505517,0.9701513572630128,0.0,0.4533536325198761,0.453651671816244,0.0002980392963678,0.0666666666666666,0.9666666666666668,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.2548301893824831,hnc_wu2022,True,composition_mixing
motif_cd8_high,control,random,15,0.9715994364003336,1.0,0.3822960441861319,0.4050362418234492,1.0022766779424976,0.0,0.5037189412510252,0.5025100050141196,-0.0012089362369056,0.0,0.9666666666666668,0.0,0.0,fail_control,fail_control,fail_control,0.5930232068102332,hnc_wu2022,False,composition_mixing
motif_immune_exclusion,spatial,random,15,0.9210933502178176,1.0,0.1894597703002213,0.3668813007078871,0.9866286098333364,0.0,0.5105281496328781,0.5055973260166683,-0.0049308236162098,0.0666666666666666,0.9666666666666668,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.8542055815201737,hnc_wu2022,True,composition_mixing
motif_tumor_high,control,random,15,0.9562217703714744,0.9333333333333332,0.3495921349499536,0.3498756305016171,1.0051588775308444,0.0,0.4739255200407402,0.4692615667646301,-0.0046639532761099,0.0,0.9666666666666668,0.0,0.0,fail_control,fail_control,fail_control,0.5781841264531496,hnc_wu2022,False,composition_mixing
motif_cd8_clustering,spatial,single,15,0.8476794489794562,1.0,0.4520688960782326,0.3313772454471884,3.6347569474231967,1.0,0.0880110565753094,0.7884664613462503,0.7004554047709411,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,1.8158553755602448e-13,hnc_wu2022,True,composition_mixing
motif_cd8_high,control,single,15,0.9715994364003336,1.0,0.8013863017107261,0.7937202496684683,2.5962494639729403,1.0,0.1416986061049571,0.7750138835736645,0.6333152774687071,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,1.2440054533223252e-14,hnc_wu2022,False,composition_mixing
motif_immune_exclusion,spatial,single,15,0.9210933502178176,1.0,0.4113978439747846,0.5272147317320257,2.789882345268609,1.0,0.1167791091576581,0.8359117096262264,0.7191326004685686,1.0,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_spatial,pass_spatial,pass_spatial,1.0942170377932444e-14,hnc_wu2022,True,composition_mixing
motif_tumor_high,control,single,15,0.9562217703714744,0.9333333333333332,0.9046763391357748,0.8855404788610702,2.84059453079962,0.9333333333333332,0.1476531232224691,0.8082613802343924,0.6606082570119229,0.9333333333333332,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,4.3160668323060025e-14,hnc_wu2022,False,composition_mixing
motif_cd8_high,control,attention,15,0.9730582893394994,1.0,0.7193271813921946,0.6933128780517612,1.698533913840449,1.0,0.3904332719801804,0.5354740608052224,0.1450407888250419,1.0,1.0,0.6666666666666666,0.6333333333333333,pass_control,pass_control,pass_control,8.54539741729e-10,tnbc_wang2023,True,composition_mixing
motif_tumor_high,control,attention,15,0.9677899277694898,1.0,0.4905084963165945,0.4673355142752516,1.2880889070884654,0.3333333333333333,0.5187903243709856,0.5187389021037793,-5.14222672064607e-05,0.4,1.0,0.6666666666666666,0.6333333333333333,fail_control,fail_control,fail_control,0.7900808228141398,tnbc_wang2023,False,composition_mixing
motif_cd8_high,control,ig,15,0.9730582893394994,1.0,0.8485205359090556,0.8423485501427866,2.1051875935208395,1.0,0.2842081139845179,0.680709779615549,0.396501665631031,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,4.637878306016608e-15,tnbc_wang2023,True,composition_mixing
motif_tumor_high,control,ig,15,0.9677899277694898,1.0,0.7984965246916466,0.8138597419519662,2.398151180992907,1.0,0.2752490321311561,0.7308431840816088,0.4555941519504526,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,4.790097577870191e-15,tnbc_wang2023,False,composition_mixing
motif_cd8_high,control,one_removed,15,0.9730582893394994,1.0,0.7860506717620453,0.7647431530489233,2.063353287089347,1.0,0.3459518945134593,0.6569615609952161,0.3110096664817569,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,8.040699181934745e-13,tnbc_wang2023,True,composition_mixing
motif_tumor_high,control,one_removed,15,0.9677899277694898,1.0,0.7001126028715794,0.707778636016998,2.1606535556393,1.0,0.3262185128476887,0.6904224380402552,0.3642039251925666,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,5.297079442258837e-14,tnbc_wang2023,False,composition_mixing
motif_cd8_high,control,random,15,0.9730582893394994,1.0,0.558495290211722,0.5729309799174536,1.0119126068153197,0.0,0.5125620148745851,0.5147407601885743,0.0021787453139892,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.0237867602913867,tnbc_wang2023,True,composition_mixing
motif_tumor_high,control,random,15,0.9677899277694898,1.0,0.3971719058146561,0.4016218271063163,1.004455118709429,0.0,0.5104184088321142,0.5112614953782721,0.0008430865461579,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.5339749476557956,tnbc_wang2023,False,composition_mixing
motif_cd8_high,control,single,15,0.9730582893394994,1.0,0.8535040823740879,0.8659610918377436,2.110782666838023,1.0,0.2497974991718357,0.6805846915789058,0.4307871924070701,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,1.411063855335009e-17,tnbc_wang2023,True,composition_mixing
motif_tumor_high,control,single,15,0.9677899277694898,1.0,0.8210724022966306,0.8350275124897596,2.4847209945159765,1.0,0.2665062216166445,0.7372959565781763,0.4707897349615317,1.0,1.0,1.0,1.0,pass_control,pass_control,pass_control,5.185073202819277e-15,tnbc_wang2023,False,composition_mixing
motif_cd8_high,control,attention,15,0.954980872832118,1.0,0.8431770670761739,0.8475473701447908,1.5647977025022728,0.0,0.3357029780780007,0.5256997461140908,0.18999676803609,0.8,1.0,0.1666666666666666,0.1666666666666666,fail_control,pass_control,fail_control,1.1769075527372959e-10,bc_metabric_ali2020,False,composition_mixing
motif_interface_immune,spatial,attention,15,0.6277451341817942,0.7333333333333333,0.4564399046201469,0.4144919740639989,1.429728445292186,0.2666666666666666,0.3824456051620931,0.4912811043391589,0.1088354991770656,0.2666666666666666,1.0,0.1666666666666666,0.1666666666666666,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.0001151905207368,bc_metabric_ali2020,True,composition_mixing
motif_tumor_high,control,attention,15,0.9717658478965266,1.0,0.4823450343510908,0.4769785063555896,1.2173628946812358,0.3333333333333333,0.479427279408272,0.5213809030424456,0.0419536236341735,0.5333333333333333,1.0,0.1666666666666666,0.1666666666666666,fail_control,pass_control,fail_control,0.001109527510356,bc_metabric_ali2020,False,composition_mixing
motif_tumor_stroma_mixing,spatial,attention,15,0.706919258533313,1.0,0.7379957598503123,0.6093614653430494,1.243664521194738,0.0,0.7132309062187531,0.4514477098261128,-0.2617831963926402,0.0,1.0,0.1666666666666666,0.1666666666666666,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.9999999999496936,bc_metabric_ali2020,True,composition_mixing
motif_cd8_high,control,ig,15,0.954980872832118,1.0,0.8731883735489305,0.8657256980043436,1.6872081866200357,0.0,0.2827972700893816,0.6792924277161524,0.3964951576267709,1.0,1.0,0.5,0.5,fail_control,pass_control,fail_control,4.317148236996909e-14,bc_metabric_ali2020,False,composition_mixing
motif_interface_immune,spatial,ig,15,0.6277451341817942,0.7333333333333333,0.4416235438269608,0.4070217866020183,1.480296842432918,0.5333333333333333,0.1596011180193877,0.8152552159098917,0.655654097890504,0.7333333333333333,1.0,0.5,0.5,pass_spatial,pass_spatial,pass_spatial,1.2243594812791612e-11,bc_metabric_ali2020,True,composition_mixing
motif_tumor_high,control,ig,15,0.9717658478965266,1.0,0.7216420732661643,0.7310450422427368,2.127655555931254,1.0,0.277620271648069,0.7326987286274271,0.455078456979358,1.0,1.0,0.5,0.5,pass_control,pass_control,pass_control,5.755367786269829e-15,bc_metabric_ali2020,False,composition_mixing
motif_tumor_stroma_mixing,spatial,ig,15,0.706919258533313,1.0,0.6996967047009952,0.5500052129700655,1.1990532343157885,0.0,0.2179643040798954,0.8271254327609917,0.6091611286810964,1.0,1.0,0.5,0.5,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,5.653772831067993e-12,bc_metabric_ali2020,True,composition_mixing
motif_cd8_high,control,one_removed,15,0.954980872832118,1.0,0.8071273492118404,0.7949913781123016,1.607727545222572,0.0,0.3632603354220684,0.639193976303451,0.2759336408813826,1.0,1.0,0.5,0.5,fail_control,pass_control,fail_control,4.3157394935423946e-11,bc_metabric_ali2020,False,composition_mixing
motif_interface_immune,spatial,one_removed,15,0.6277451341817942,0.7333333333333333,0.4310540821661242,0.3948927550963896,1.4366253854202578,0.3333333333333333,0.2135040592015596,0.7596409529151876,0.5461368937136281,0.7333333333333333,1.0,0.5,0.5,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,2.9768750954799886e-11,bc_metabric_ali2020,True,composition_mixing
motif_tumor_high,control,one_removed,15,0.9717658478965266,1.0,0.6182705736140668,0.6159850954677734,1.906873500966584,1.0,0.3390449322068946,0.6854359201909922,0.3463909879840974,1.0,1.0,0.5,0.5,pass_control,pass_control,pass_control,3.8741237422582354e-13,bc_metabric_ali2020,False,composition_mixing
motif_tumor_stroma_mixing,spatial,one_removed,15,0.706919258533313,1.0,0.6957408903496252,0.5463516178862714,1.1170860921824155,0.0,0.2447480391850111,0.7449059538204156,0.5001579146354045,1.0,1.0,0.5,0.5,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,6.909169668847944e-13,bc_metabric_ali2020,True,composition_mixing
motif_cd8_high,control,random,15,0.954980872832118,1.0,0.7061122683606171,0.7291981548576272,0.9960317441777948,0.0,0.4954715550173834,0.4973949566778969,0.0019234016605135,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.41734646921229,bc_metabric_ali2020,False,composition_mixing
motif_interface_immune,spatial,random,15,0.6277451341817942,0.7333333333333333,0.3806021380450664,0.3501490452801926,0.9948912949544204,0.0,0.4810275925337434,0.4675348220620991,-0.0134927704716442,0.0,1.0,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.5698809055132832,bc_metabric_ali2020,True,composition_mixing
motif_tumor_high,control,random,15,0.9717658478965266,1.0,0.3985487151437261,0.3983550555838039,0.9842787767854886,0.0,0.522164742535031,0.5154976469197711,-0.0066670956152598,0.0,1.0,0.0,0.0,fail_control,fail_control,fail_control,0.3977628583964985,bc_metabric_ali2020,False,composition_mixing
motif_tumor_stroma_mixing,spatial,random,15,0.706919258533313,1.0,0.6665516262728862,0.520792768975276,1.005074129354388,0.0,0.4836965850248088,0.4891104139440883,0.0054138289192795,0.0,1.0,0.0,0.0,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,0.3776977749074724,bc_metabric_ali2020,True,composition_mixing
motif_cd8_high,control,single,15,0.954980872832118,1.0,0.8883923326983566,0.9038731374674092,1.6818356865010275,0.1333333333333333,0.2186649753295001,0.6876857652554231,0.4690207899259231,1.0,1.0,0.5666666666666667,0.5666666666666667,fail_control,pass_control,fail_control,1.3148276130585533e-15,bc_metabric_ali2020,False,composition_mixing
motif_interface_immune,spatial,single,15,0.6277451341817942,0.7333333333333333,0.4516139263268279,0.4176381382842002,1.5037564349265795,0.5333333333333333,0.1126650554540075,0.8357042680727343,0.7230392126187267,0.7333333333333333,1.0,0.5666666666666667,0.5666666666666667,pass_spatial,pass_spatial,pass_spatial,7.804032499633865e-11,bc_metabric_ali2020,True,composition_mixing
motif_tumor_high,control,single,15,0.9717658478965266,1.0,0.7463081997118468,0.7571508567572773,2.240470839093192,1.0,0.2630452464842221,0.7430138966689148,0.4799686501846928,1.0,1.0,0.5666666666666667,0.5666666666666667,pass_control,pass_control,pass_control,3.457606267678404e-16,bc_metabric_ali2020,False,composition_mixing
motif_tumor_stroma_mixing,spatial,single,15,0.706919258533313,1.0,0.6632659487090813,0.5335787314178275,0.9643066227693624,0.0,0.2011116283787578,0.87345518003374,0.6723435516549823,1.0,1.0,0.5666666666666667,0.5666666666666667,abundance_only_or_fail,pass_spatial,faithful_but_wrong_place,1.0533201273967385e-12,bc_metabric_ali2020,True,composition_mixing
motif_apc_t_contact,spatial,attention,15,0.60787654647746,0.4,0.3132232019322753,0.3020106261537311,0.5169309936071905,0.0,0.413522558906289,0.5471755464078091,0.1336529875015199,0.4,0.9666666666666668,0.9666666666666668,0.9666666666666668,abundance_only_or_fail,unfaithful_or_fail,abundance_only_or_fail,9.413442377528327e-05,bc_jackson2020,True,composition_celltype_density
motif_cd8_high,control,attention,15,0.9424720752778076,0.9333333333333332,0.7177751241519356,0.6907423977729258,1.9652378161776745,0.9333333333333332,0.3651947315752789,0.6314050161610717,0.2662102845857928,0.9333333333333332,0.9666666666666668,0.9666666666666668,0.9666666666666668,pass_control,pass_control,pass_control,2.787030530881109e-12,bc_jackson2020,False,composition_celltype_density
